ARTIFACT_ID,AUDIT_DEFECT,DEPENDENCY_CLASS,DEPENDENCY_PATH,DISPOSITION
TSLRSH-GPU-001,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-034,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-034,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-034,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-034,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-035,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-036,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-037,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-038,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-039,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-040,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-041,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-042,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-043,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,malformed-energy coercion,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,atlas leakage,DIRECT_OR_REVERIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,noncanonical identity,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,electronic-state reuse mismatch,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-044,mutable result state,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-045,defective Amber name parsing,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-045,old ZVZB finite-sample bug,NO_DEPENDENCY_IDENTIFIED,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
TSLRSH-GPU-045,old checksum deletion bypass,REVERIFIED_FAIL_CLOSED_WITHOUT_RECOMPUTATION,checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,TRUSTED
