evidence_hash,field_name,historical_value,recovered_value,classification,source_path,source_sha256,locator,extraction_method,rationale,discrepancy
"bc6592fa7d67889e3e0b34fe88209afd7079818097cdbc8ea1504f5587923a1f","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/dimer.log","4e3e4c3f38502aae28ddb4c976b48960598723bdc3486cc50238139660ed4b70","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"bed5b3743a2e9ed5492afa22370f9f99c252f3323c2b6eb1ac19bee620d125e6","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_B_m10/input.json","ae089c10ca99b5b2a67378d101e57beb21046cfafe99f93a84e511c4404b73b4","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"bed5b3743a2e9ed5492afa22370f9f99c252f3323c2b6eb1ac19bee620d125e6","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_B_m10/input.json","ae089c10ca99b5b2a67378d101e57beb21046cfafe99f93a84e511c4404b73b4","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"bf7087eed28e21c8e68dcf5f98fd1f4400e8464e2503ad1a5da9baca21d76b2d","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"bf7087eed28e21c8e68dcf5f98fd1f4400e8464e2503ad1a5da9baca21d76b2d","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"c122fcccc26bc2e134daf680e2a2205968da7819f821b644d0decf4f5ca9cb21","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"c16ab2ffcc64a768f670d98436befaafc9fd08f79f84ccb6fafa18ae94831d51","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/input.json","579598d2f98243c850a9918164c129aecae4516188198e25eca921e3d63d2ac5","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"c16ab2ffcc64a768f670d98436befaafc9fd08f79f84ccb6fafa18ae94831d51","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/input.json","579598d2f98243c850a9918164c129aecae4516188198e25eca921e3d63d2ac5","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"c2ed1558f2aecef5cf06151ecc4a7ecb4ef3b05a07a74eab481096757836e624","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/input.json","3ae546e4197bb300547bfe24a7bfcbb9055740cd21c266a7fb9b87007901ea78","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"c2ed1558f2aecef5cf06151ecc4a7ecb4ef3b05a07a74eab481096757836e624","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_A_p10/input.json","3ae546e4197bb300547bfe24a7bfcbb9055740cd21c266a7fb9b87007901ea78","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"c420d1f2cd93bbd51c650a187b00280a22a26a6960c2f7e0e2b960e0c6de47cc","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_1.7A/result.json","2c4a3ffd7c46f1dc47213a9fbe53346eb8a323e1d783a4e6bb0d01b90b230062","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"c702493bec2b8b28322ed363fb677fab7ba10d2b6b5886897b3ccc4f24035e8e","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-13/13_MIN01_O3_ACCEPTOR_1.7/dimer.log","54033c0bfaab1af13ceaf0ee525a6e08f781b5484e9913cbeb29e27a81f39869","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"c702493bec2b8b28322ed363fb677fab7ba10d2b6b5886897b3ccc4f24035e8e","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-13/13_MIN01_O3_ACCEPTOR_1.7/dimer.log","54033c0bfaab1af13ceaf0ee525a6e08f781b5484e9913cbeb29e27a81f39869","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"ca18570a6cf6d33110c60d98678d10405a32f56ff70dd2d2c40fa80e69b60904","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"ca18570a6cf6d33110c60d98678d10405a32f56ff70dd2d2c40fa80e69b60904","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"cb5c81c2d42f944409d678a4765db526b3b42b1baaf0d19a6812e112d190951a","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_1.7A/dimer.log","40fe93371cfe1cf79f7772a59a4574910deec07f0406a7c842ce9f57a8ae9f32","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"cb5c81c2d42f944409d678a4765db526b3b42b1baaf0d19a6812e112d190951a","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_1.7A/dimer.log","40fe93371cfe1cf79f7772a59a4574910deec07f0406a7c842ce9f57a8ae9f32","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"ce6f2596e094a2ad6c20b8484e9a952ed1b442d0923259c9fbf7f5b087a57451","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"ce8bedcbbc60f841977979a3988f91f9226e1c3ddfc55f8d3d1acc76fcbb9063","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-11/11_MIN01_O2_ACCEPTOR_2.1/dimer.log","a2a8e8e2f67fff3d5d0d9b1075f630d3f07c2685e46687ef3eb950f1694def6b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"ce8bedcbbc60f841977979a3988f91f9226e1c3ddfc55f8d3d1acc76fcbb9063","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-11/11_MIN01_O2_ACCEPTOR_2.1/dimer.log","a2a8e8e2f67fff3d5d0d9b1075f630d3f07c2685e46687ef3eb950f1694def6b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"ce9c4cd1eff826ae053d631128351ebdb6284290a0c2e4b81abcac2e7ccc8069","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/input.json","ba80e62b2098efe1a974bfd71c6208edb5d65e0ccf8f64d257b09e6f6c722bf9","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"ce9c4cd1eff826ae053d631128351ebdb6284290a0c2e4b81abcac2e7ccc8069","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/input.json","ba80e62b2098efe1a974bfd71c6208edb5d65e0ccf8f64d257b09e6f6c722bf9","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"cf142eabf8140bb64db83283c219094f63b2aff2529ee579205f8b6efd5ab24b","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/dimer.log","14af844ea89a3f7256effcb21f22eda72a8615b48b1d6e9d75a366aa0a85b272","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"cf142eabf8140bb64db83283c219094f63b2aff2529ee579205f8b6efd5ab24b","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/dimer.log","14af844ea89a3f7256effcb21f22eda72a8615b48b1d6e9d75a366aa0a85b272","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"d2aa2a44e976582b424fa27190aa74089426869f7790702c2911e16e2b0c4303","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN02/input.json","4a347b4e934ec29d52e6e8277e85ba65289cb4fe4b087217612f8e07d64e5edf","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"d2aa2a44e976582b424fa27190aa74089426869f7790702c2911e16e2b0c4303","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN02/input.json","4a347b4e934ec29d52e6e8277e85ba65289cb4fe4b087217612f8e07d64e5edf","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"d5ce38829e8e7bb8716f7bbe8aea95ec43ba5427d50a443bf30cc3c640f2e096","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_p10/input.json","86e2b94927587829f05950bb87d0d24a513d9374ec7a9a634109cfae34fff82b","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"d5ce38829e8e7bb8716f7bbe8aea95ec43ba5427d50a443bf30cc3c640f2e096","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_A_p10/input.json","86e2b94927587829f05950bb87d0d24a513d9374ec7a9a634109cfae34fff82b","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"d8ba352e022aaacf0cbdd9a8eb69fbd194fe6459436030515c7dfa2ad2c7dc7d","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-18/18_MIN04_S_ACCEPTOR_2.8/dimer.log","98448c4473cd89a613b6fc13c9aa71c6bb7ad4cd8284a49787ced5f52cfdfc55","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"d8ba352e022aaacf0cbdd9a8eb69fbd194fe6459436030515c7dfa2ad2c7dc7d","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-18/18_MIN04_S_ACCEPTOR_2.8/dimer.log","98448c4473cd89a613b6fc13c9aa71c6bb7ad4cd8284a49787ced5f52cfdfc55","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"da34810b72bc191766eac079ac26d543b4d0eebc94ebec6f9beb1116568a2e03","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/dimer.log","fe7ec3e592bf41628d231b85a16f21c1016eef917ff07d87ab4539956ea2f18a","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"da34810b72bc191766eac079ac26d543b4d0eebc94ebec6f9beb1116568a2e03","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/dimer.log","fe7ec3e592bf41628d231b85a16f21c1016eef917ff07d87ab4539956ea2f18a","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"de0e8c2894da5363072d05829bf0c205e7117211612801559677f160991eeb9f","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05M/points/M-D01/input.json","53d7e99ddbcd70f6436e9340cc9c1795b88ae1f991bfdeb0b59dc0b5718431f6","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"de0e8c2894da5363072d05829bf0c205e7117211612801559677f160991eeb9f","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05M/points/M-D01/input.json","53d7e99ddbcd70f6436e9340cc9c1795b88ae1f991bfdeb0b59dc0b5718431f6","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"ded1fe919b6564ce3d9e3e93bb176c78bba702540e2ab40d7b8f2898ce24df71","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"ded1fe919b6564ce3d9e3e93bb176c78bba702540e2ab40d7b8f2898ce24df71","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"df64140e5a4911f8c75a5bf3e42631409952e7272a50339beb67b02b4e790533","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/dimer.log","4e3e4c3f38502aae28ddb4c976b48960598723bdc3486cc50238139660ed4b70","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"df64140e5a4911f8c75a5bf3e42631409952e7272a50339beb67b02b4e790533","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/dimer.log","4e3e4c3f38502aae28ddb4c976b48960598723bdc3486cc50238139660ed4b70","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"e1442f4d675df074ee771c348934c7608df241aa601b4a1d4d67c7f224e6c80c","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"e2dea81418ec6c0f097259f27c0c09c0aed291280573b8a4d86c1e02dcdc857a","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-7/07_MIN01_O1_ACCEPTOR_1.7/dimer.log","39869740ea6f59cf56c7ac3d08f99ea6be236d0b7ec5e5103a84897b30b7be8c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"e2dea81418ec6c0f097259f27c0c09c0aed291280573b8a4d86c1e02dcdc857a","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-7/07_MIN01_O1_ACCEPTOR_1.7/dimer.log","39869740ea6f59cf56c7ac3d08f99ea6be236d0b7ec5e5103a84897b30b7be8c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"e576398d470252b3bd4635cd7d861dc31a69d21e4bf81d12540e66b78ec44814","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"e576398d470252b3bd4635cd7d861dc31a69d21e4bf81d12540e66b78ec44814","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"e711aa997d525d82f44c215eca929659fc4080e0dcde192ccb85de38135cea42","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/input.json","b390f0c113dd79512a0d7a85153c7243e00c9dab2ee55b8ac293d4123be54752","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"e711aa997d525d82f44c215eca929659fc4080e0dcde192ccb85de38135cea42","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05L/points/phi060_psi060_B_m10/input.json","b390f0c113dd79512a0d7a85153c7243e00c9dab2ee55b8ac293d4123be54752","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"eb47dd05d435893b66ae4e7874776f521c5cb6c273b4155df15968d4acb52bd3","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/dimer.log","14af844ea89a3f7256effcb21f22eda72a8615b48b1d6e9d75a366aa0a85b272","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"eb47dd05d435893b66ae4e7874776f521c5cb6c273b4155df15968d4acb52bd3","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/dimer.log","14af844ea89a3f7256effcb21f22eda72a8615b48b1d6e9d75a366aa0a85b272","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"f168354c35e17dd2a366274f9513e79b16bfeb07cc44516300c69df0745a131c","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-17/17_MIN02_SH_DONOR_2.1/dimer.log","6b8c3270fdb7b90952ff0b8957a8e316a33073f92b6d90fecd2b0074976bf36b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"f168354c35e17dd2a366274f9513e79b16bfeb07cc44516300c69df0745a131c","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-17/17_MIN02_SH_DONOR_2.1/dimer.log","6b8c3270fdb7b90952ff0b8957a8e316a33073f92b6d90fecd2b0074976bf36b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"f4f59db92b889df8c25c236b321e6f600038fad673b6aff184efb18e1fbf4a2f","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"f4f59db92b889df8c25c236b321e6f600038fad673b6aff184efb18e1fbf4a2f","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"f654592c0fb3a59f5f400038c48f859808665a87ebf0bd4f1042fb8a09ac03ca","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"faa0aec767882131b0cc1dad0513fc87c5a9b98aabb3894d53774b622cd883a7","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-10/10_MIN01_O2_ACCEPTOR_1.7/dimer.log","865d3ebabf83e6d593ef8c33f87fc031041eb091e0da8d4b27442d32dd46bc66","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"faa0aec767882131b0cc1dad0513fc87c5a9b98aabb3894d53774b622cd883a7","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-10/10_MIN01_O2_ACCEPTOR_1.7/dimer.log","865d3ebabf83e6d593ef8c33f87fc031041eb091e0da8d4b27442d32dd46bc66","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"fe62070b496fcef20a77377516424ad27f24b592d7c6b05ac218636cad8c76cc","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/dimer.log","dc7f32dd6fa44a7559023323dae1ea3c1b84a2b6c02d7b5f5b6b2ef8156e4b0c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"fe62070b496fcef20a77377516424ad27f24b592d7c6b05ac218636cad8c76cc","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/dimer.log","dc7f32dd6fa44a7559023323dae1ea3c1b84a2b6c02d7b5f5b6b2ef8156e4b0c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
